Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5064","Crop Residues","2014","2014","3050","FAO TIER 1","kt","557.1775","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5064","Crop Residues","2014","2014","3050","FAO TIER 1","kt","125.3648","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5064","Crop Residues","2014","2014","3050","FAO TIER 1","kt","682.5422","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5064","Crop Residues","2014","2014","3050","FAO TIER 1","kt","180873.683","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5064","Crop Residues","2014","2014","3050","FAO TIER 1","kt","180873.683","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5064","Crop Residues","2015","2015","3050","FAO TIER 1","kt","562.8119","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5064","Crop Residues","2015","2015","3050","FAO TIER 1","kt","126.633","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5064","Crop Residues","2015","2015","3050","FAO TIER 1","kt","689.4447","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5064","Crop Residues","2015","2015","3050","FAO TIER 1","kt","182702.8455","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5064","Crop Residues","2015","2015","3050","FAO TIER 1","kt","182702.8455","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5064","Crop Residues","2016","2016","3050","FAO TIER 1","kt","575.2584","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5064","Crop Residues","2016","2016","3050","FAO TIER 1","kt","129.4323","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5064","Crop Residues","2016","2016","3050","FAO TIER 1","kt","704.6921","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5064","Crop Residues","2016","2016","3050","FAO TIER 1","kt","186743.4065","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5064","Crop Residues","2016","2016","3050","FAO TIER 1","kt","186743.4065","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5064","Crop Residues","2017","2017","3050","FAO TIER 1","kt","587.6627","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5064","Crop Residues","2017","2017","3050","FAO TIER 1","kt","132.2241","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5064","Crop Residues","2017","2017","3050","FAO TIER 1","kt","719.8867","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5064","Crop Residues","2017","2017","3050","FAO TIER 1","kt","190769.9755","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5064","Crop Residues","2017","2017","3050","FAO TIER 1","kt","190769.9755","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5064","Crop Residues","2018","2018","3050","FAO TIER 1","kt","575.9647","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5064","Crop Residues","2018","2018","3050","FAO TIER 1","kt","129.5921","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5064","Crop Residues","2018","2018","3050","FAO TIER 1","kt","705.5553","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5064","Crop Residues","2018","2018","3050","FAO TIER 1","kt","186972.1545","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5064","Crop Residues","2018","2018","3050","FAO TIER 1","kt","186972.1545","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5064","Crop Residues","2019","2019","3050","FAO TIER 1","kt","580.6305","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5064","Crop Residues","2019","2019","3050","FAO TIER 1","kt","130.6411","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5064","Crop Residues","2019","2019","3050","FAO TIER 1","kt","711.2719","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5064","Crop Residues","2019","2019","3050","FAO TIER 1","kt","188487.0535","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5064","Crop Residues","2019","2019","3050","FAO TIER 1","kt","188487.0535","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","591.2949","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","133.0414","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","724.3364","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","191949.146","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","191949.146","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5064","Crop Residues","2021","2021","3050","FAO TIER 1","kt","604.3466","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5064","Crop Residues","2021","2021","3050","FAO TIER 1","kt","135.9771","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5064","Crop Residues","2021","2021","3050","FAO TIER 1","kt","740.3242","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5064","Crop Residues","2021","2021","3050","FAO TIER 1","kt","196185.913","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5064","Crop Residues","2021","2021","3050","FAO TIER 1","kt","196185.913","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5064","Crop Residues","2022","2022","3050","FAO TIER 1","kt","602.3759","E","Estimated value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5064","Crop Residues","2022","2022","3050","FAO TIER 1","kt","135.5343","E","Estimated value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5064","Crop Residues","2022","2022","3050","FAO TIER 1","kt","737.9109","E","Estimated value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5064","Crop Residues","2022","2022","3050","FAO TIER 1","kt","195546.3885","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5064","Crop Residues","2022","2022","3050","FAO TIER 1","kt","195546.3885","E","Estimated value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5064","Crop Residues","2030","2030","3050","FAO TIER 1","kt","570.7994","F","Forecast value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5064","Crop Residues","2030","2030","3050","FAO TIER 1","kt","128.4301","F","Forecast value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5064","Crop Residues","2030","2030","3050","FAO TIER 1","kt","699.2293","F","Forecast value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5064","Crop Residues","2030","2030","3050","FAO TIER 1","kt","185295.7645","F","Forecast value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5064","Crop Residues","2030","2030","3050","FAO TIER 1","kt","185295.7645","F","Forecast value",""
"GT","Emissions totals","001","World","7234","Direct emissions (N2O)","5064","Crop Residues","2050","2050","3050","FAO TIER 1","kt","618.856","F","Forecast value",""
"GT","Emissions totals","001","World","7236","Indirect emissions (N2O)","5064","Crop Residues","2050","2050","3050","FAO TIER 1","kt","139.2418","F","Forecast value",""
"GT","Emissions totals","001","World","7230","Emissions (N2O)","5064","Crop Residues","2050","2050","3050","FAO TIER 1","kt","758.099","F","Forecast value",""
"GT","Emissions totals","001","World","724313","Emissions (CO2eq) from N2O (AR5)","5064","Crop Residues","2050","2050","3050","FAO TIER 1","kt","200896.235","F","Forecast value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5064","Crop Residues","2050","2050","3050","FAO TIER 1","kt","200896.235","F","Forecast value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","1999","1999","3050","FAO TIER 1","kt","23834.9647","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","1999","1999","3050","FAO TIER 1","kt","667379.0116","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","1999","1999","3050","FAO TIER 1","kt","667379.0116","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2000","2000","3050","FAO TIER 1","kt","23324.3427","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","2000","2000","3050","FAO TIER 1","kt","653081.5956","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","2000","2000","3050","FAO TIER 1","kt","653081.5956","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2001","2001","3050","FAO TIER 1","kt","23023.9822","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","2001","2001","3050","FAO TIER 1","kt","644671.5016","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","2001","2001","3050","FAO TIER 1","kt","644671.5016","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2002","2002","3050","FAO TIER 1","kt","22519.0102","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","2002","2002","3050","FAO TIER 1","kt","630532.2856","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","2002","2002","3050","FAO TIER 1","kt","630532.2856","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2003","2003","3050","FAO TIER 1","kt","22478.6886","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","2003","2003","3050","FAO TIER 1","kt","629403.2808","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","2003","2003","3050","FAO TIER 1","kt","629403.2808","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2004","2004","3050","FAO TIER 1","kt","22958.6916","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","2004","2004","3050","FAO TIER 1","kt","642843.3648","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","2004","2004","3050","FAO TIER 1","kt","642843.3648","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2005","2005","3050","FAO TIER 1","kt","23478.5983","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","2005","2005","3050","FAO TIER 1","kt","657400.7524","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","2005","2005","3050","FAO TIER 1","kt","657400.7524","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2006","2006","3050","FAO TIER 1","kt","23546.0279","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","2006","2006","3050","FAO TIER 1","kt","659288.7812","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","2006","2006","3050","FAO TIER 1","kt","659288.7812","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2007","2007","3050","FAO TIER 1","kt","23528.548","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","2007","2007","3050","FAO TIER 1","kt","658799.344","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","2007","2007","3050","FAO TIER 1","kt","658799.344","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2008","2008","3050","FAO TIER 1","kt","24132.7602","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","2008","2008","3050","FAO TIER 1","kt","675717.2856","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","2008","2008","3050","FAO TIER 1","kt","675717.2856","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2009","2009","3050","FAO TIER 1","kt","23947.107","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","2009","2009","3050","FAO TIER 1","kt","670518.996","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","2009","2009","3050","FAO TIER 1","kt","670518.996","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2010","2010","3050","FAO TIER 1","kt","24418.5506","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","2010","2010","3050","FAO TIER 1","kt","683719.4168","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","2010","2010","3050","FAO TIER 1","kt","683719.4168","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2011","2011","3050","FAO TIER 1","kt","24506.4952","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","2011","2011","3050","FAO TIER 1","kt","686181.8656","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","2011","2011","3050","FAO TIER 1","kt","686181.8656","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2012","2012","3050","FAO TIER 1","kt","24416.5054","E","Estimated value",""
"GT","Emissions totals","001","World","724413","Emissions (CO2eq) from CH4 (AR5)","5060","Rice Cultivation","2012","2012","3050","FAO TIER 1","kt","683662.1512","E","Estimated value",""
"GT","Emissions totals","001","World","723113","Emissions (CO2eq) (AR5)","5060","Rice Cultivation","2012","2012","3050","FAO TIER 1","kt","683662.1512","E","Estimated value",""
"GT","Emissions totals","001","World","7225","Emissions (CH4)","5060","Rice Cultivation","2013","2013","3050","FAO TIER 1","kt","24647.2403","E","Estimated value",""
