Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2020","2020","%","24.82","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2021","2021","1000 ha","3239669.6491","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2021","2021","%","67.31","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2021","2021","%","24.89","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2022","2022","1000 ha","3236424.2933","B","Time series break",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2022","2022","%","67.29","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2022","2022","%","24.86","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6655","Permanent meadows and pastures","2023","2023","1000 ha","3229509.7978","E","Estimated value",""
"RL","Land Use","001","World","7208","Share in Agricultural land","6655","Permanent meadows and pastures","2023","2023","%","67.29","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6655","Permanent meadows and pastures","2023","2023","%","24.81","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","1999","1999","1000 ha","4165887.9122","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","1999","1999","%","32.05","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2000","2000","1000 ha","4158049.5222","A","Official figure",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2000","2000","%","31.97","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2001","2001","1000 ha","4152876.2644","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2001","2001","%","31.93","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2002","2002","1000 ha","4147703.0066","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2002","2002","%","31.9","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2003","2003","1000 ha","4142529.7488","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2003","2003","%","31.85","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2004","2004","1000 ha","4137356.4909","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2004","2004","%","31.78","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2005","2005","1000 ha","4132183.2331","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2005","2005","%","31.74","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2006","2006","1000 ha","4127009.9753","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2006","2006","%","31.7","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2007","2007","1000 ha","4121836.7175","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2007","2007","%","31.66","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2008","2008","1000 ha","4116663.4597","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2008","2008","%","31.62","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2009","2009","1000 ha","4111490.2019","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2009","2009","%","31.58","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2010","2010","1000 ha","4106316.944","A","Official figure",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2010","2010","%","31.54","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2011","2011","1000 ha","4101827.0504","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2011","2011","%","31.51","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2012","2012","1000 ha","4097337.1568","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2012","2012","%","31.44","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2013","2013","1000 ha","4092847.2632","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2013","2013","%","31.41","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2014","2014","1000 ha","4088357.3696","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2014","2014","%","31.38","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2015","2015","1000 ha","4083867.6759","A","Official figure",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2015","2015","%","31.34","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2016","2016","1000 ha","4080603.0552","A","Official figure",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2016","2016","%","31.31","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2017","2017","1000 ha","4073758.3445","A","Official figure",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2017","2017","%","31.26","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2018","2018","1000 ha","4068923.9842","A","Official figure",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2018","2018","%","31.22","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2019","2019","1000 ha","4063836.15","A","Official figure",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2019","2019","%","31.18","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2020","2020","1000 ha","4058921.79","A","Official figure",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2020","2020","%","31.14","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2021","2021","1000 ha","4053896.2505","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2021","2021","%","31.14","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2022","2022","1000 ha","4048946.6617","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2022","2022","%","31.11","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6646","Forest land","2023","2023","1000 ha","4043946.2107","E","Estimated value",""
"RL","Land Use","001","World","7209","Share in Land area","6646","Forest land","2023","2023","%","31.07","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","1999","1999","1000 ha","3949158.7518","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","1999","1999","%","94.8","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2000","2000","1000 ha","3937230.4652","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2000","2000","%","94.69","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2001","2001","1000 ha","3926886.121","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2001","2001","%","94.56","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2002","2002","1000 ha","3916541.7768","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2002","2002","%","94.43","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2003","2003","1000 ha","3906197.4325","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2003","2003","%","94.29","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2004","2004","1000 ha","3895853.0883","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2004","2004","%","94.16","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2005","2005","1000 ha","3885508.7441","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2005","2005","%","94.03","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2006","2006","1000 ha","3875164.3998","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2006","2006","%","93.9","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2007","2007","1000 ha","3864820.0556","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2007","2007","%","93.76","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2008","2008","1000 ha","3854475.7114","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2008","2008","%","93.63","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2009","2009","1000 ha","3844131.3672","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2009","2009","%","93.5","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2010","2010","1000 ha","3833787.0229","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2010","2010","%","93.36","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2011","2011","1000 ha","3825489.909","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2011","2011","%","93.26","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2012","2012","1000 ha","3817192.795","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2012","2012","%","93.16","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2013","2013","1000 ha","3808895.6811","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2013","2013","%","93.06","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2014","2014","1000 ha","3800598.5671","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2014","2014","%","92.96","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2015","2015","1000 ha","3792301.5532","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2015","2015","%","92.86","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2016","2016","1000 ha","3786534.5357","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2016","2016","%","92.79","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2017","2017","1000 ha","3777981.9682","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2017","2017","%","92.74","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2018","2018","1000 ha","3770515.8054","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2018","2018","%","92.67","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2019","2019","1000 ha","3762919.8137","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2019","2019","%","92.6","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2020","2020","1000 ha","3755549.4937","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2020","2020","%","92.53","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2021","2021","1000 ha","3748027.7793","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2021","2021","%","92.45","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2022","2022","1000 ha","3740606.3144","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2022","2022","%","92.38","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6717","Naturally regenerating forest","2023","2023","1000 ha","3733117.6031","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6717","Naturally regenerating forest","2023","2023","%","92.31","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","1999","1999","1000 ha","215513.419","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","1999","1999","%","5.17","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2000","2000","1000 ha","219573.49","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2000","2000","%","5.28","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2001","2001","1000 ha","224703.093","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2001","2001","%","5.41","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2002","2002","1000 ha","229832.696","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2002","2002","%","5.54","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2003","2003","1000 ha","234962.299","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2003","2003","%","5.67","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2004","2004","1000 ha","240091.902","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2004","2004","%","5.8","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2005","2005","1000 ha","245221.505","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2005","2005","%","5.93","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2006","2006","1000 ha","250351.108","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2006","2006","%","6.07","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2007","2007","1000 ha","255480.711","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2007","2007","%","6.2","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2008","2008","1000 ha","260610.314","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2008","2008","%","6.33","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2009","2009","1000 ha","265739.917","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2009","2009","%","6.46","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2010","2010","1000 ha","270869.52","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2010","2010","%","6.6","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2011","2011","1000 ha","274638.714","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2011","2011","%","6.7","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2012","2012","1000 ha","278407.908","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2012","2012","%","6.79","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2013","2013","1000 ha","282177.102","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2013","2013","%","6.89","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2014","2014","1000 ha","285946.296","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2014","2014","%","6.99","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2015","2015","1000 ha","289715.59","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2015","2015","%","7.09","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2016","2016","1000 ha","292196.69","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2016","2016","%","7.16","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2017","2017","1000 ha","293880.57","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2017","2017","%","7.21","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2018","2018","1000 ha","296501.34","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2018","2018","%","7.29","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2019","2019","1000 ha","299006.09","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2019","2019","%","7.36","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2020","2020","1000 ha","301451.2","A","Official figure",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2020","2020","%","7.43","A","Official figure",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2021","2021","1000 ha","303964.67","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2021","2021","%","7.5","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2022","2022","1000 ha","306433.31","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2022","2022","%","7.57","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6716","Planted Forest","2023","2023","1000 ha","308931.2827","E","Estimated value",""
"RL","Land Use","001","World","7210","Share in Forest land","6716","Planted Forest","2023","2023","%","7.64","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","1999","1999","1000 ha","3950609.8708","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2000","2000","1000 ha","3959751.456","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2001","2001","1000 ha","3964037.1971","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2002","2002","1000 ha","3977300.8605","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2003","2003","1000 ha","4002074.8716","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2004","2004","1000 ha","4018519.2614","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2005","2005","1000 ha","4026783.4819","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2006","2006","1000 ha","4041444.729","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2007","2007","1000 ha","4053213.7169","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2008","2008","1000 ha","4067360.2897","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2009","2009","1000 ha","4077246.4681","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2010","2010","1000 ha","4082342.2314","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2011","2011","1000 ha","4072235.4098","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2012","2012","1000 ha","4084807.5235","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2013","2013","1000 ha","4088560.7624","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2014","2014","1000 ha","4083894.1298","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2015","2015","1000 ha","4123492.8089","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2016","2016","1000 ha","4122520.6262","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2017","2017","1000 ha","4106139.9154","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2018","2018","1000 ha","4125772.6475","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2019","2019","1000 ha","4119998.1146","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2020","2020","1000 ha","4129690.5844","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2021","2021","1000 ha","4108634.6988","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2022","2022","1000 ha","4131637.2881","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6670","Other land","2023","2023","1000 ha","4148716.6601","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","1999","1999","1000 ha","418264.7477","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2000","2000","1000 ha","418683.4694","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2001","2001","1000 ha","418841.4915","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2002","2002","1000 ha","419103.2027","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2003","2003","1000 ha","418435.7842","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2004","2004","1000 ha","407193.1009","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2005","2005","1000 ha","407247.3374","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2006","2006","1000 ha","407497.7914","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2007","2007","1000 ha","407522.4391","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2008","2008","1000 ha","429055.8881","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2009","2009","1000 ha","428978.0206","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2010","2010","1000 ha","428763.6887","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2011","2011","1000 ha","428740.917","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2012","2012","1000 ha","428782.5716","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2013","2013","1000 ha","428976.9951","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2014","2014","1000 ha","429019.7765","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2015","2015","1000 ha","429050.5905","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2016","2016","1000 ha","428062.169","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2017","2017","1000 ha","428826.466","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2018","2018","1000 ha","428731.5578","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2019","2019","1000 ha","427733.0145","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2020","2020","1000 ha","427244.3502","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2021","2021","1000 ha","444325.8812","B","Time series break",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2022","2022","1000 ha","444409.382","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6680","Inland waters","2023","2023","1000 ha","444254.1536","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","1999","1999","1000 ha","285633.418","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","1999","1999","%","19.12","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2000","2000","1000 ha","289074.01","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2000","2000","%","19.38","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2001","2001","1000 ha","293941.328","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2001","2001","%","19.69","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2002","2002","1000 ha","299309.013","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2002","2002","%","20.07","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2003","2003","1000 ha","302032.784","B","Time series break",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2003","2003","%","20.18","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2004","2004","1000 ha","302154.813","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2004","2004","%","20.12","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2005","2005","1000 ha","301657.6225","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2005","2005","%","20.01","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2006","2006","1000 ha","301023.1292","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2006","2006","%","19.97","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2007","2007","1000 ha","314860.3711","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2007","2007","%","20.86","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2008","2008","1000 ha","316737.7348","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2008","2008","%","20.97","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2009","2009","1000 ha","319624.5647","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2009","2009","%","21.06","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2010","2010","1000 ha","323093.6607","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2010","2010","%","21.24","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2011","2011","1000 ha","325994.2686","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2011","2011","%","21.28","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2012","2012","1000 ha","329654.7155","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2012","2012","%","21.4","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2013","2013","1000 ha","332896.2165","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2013","2013","%","21.54","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2014","2014","1000 ha","335205.9623","E","Estimated value",""
"RL","Land Use","001","World","7252","Share in Cropland","6690","Land area equipped for irrigation","2014","2014","%","21.64","E","Estimated value",""
"RL","Land Use","001","World","5110","Area","6690","Land area equipped for irrigation","2015","2015","1000 ha","337861.0041","E","Estimated value",""
